playlist,name,name_url,artist,artist_url,album,album_url,year,popularity,album_art,genres,similar_songs
Recent Tracks,満ちていく体温,https://open.spotify.com/track/5KyhlyyCgQoL7eP7v1TehN,Blu-Swing,https://open.spotify.com/artist/3dKCIyXK94LWUnyvD8LepD,BLU-SWING 10th ANNIVERSARY BEST,https://open.spotify.com/album/4G6wQH5Q3PiZ63ICMI5WqT,2019,,https://i.scdn.co/image/ab67616d0000b273438c2e8921907ec978e5354e,,"[{'Sunset (2019 Y.Nakamura Remastering)': 'Blu-Swing'}, {'Fabulous': 'Blu-Swing'}, {'Saturday': 'Paris Match'}]"
Recent Tracks,Sunset (2019 Y.Nakamura Remastering),https://open.spotify.com/track/4bl01VfwS3MMiChtTZSZGG,Blu-Swing,https://open.spotify.com/artist/3dKCIyXK94LWUnyvD8LepD,BLU-SWING 10th ANNIVERSARY BEST,https://open.spotify.com/album/4G6wQH5Q3PiZ63ICMI5WqT,2019,,https://i.scdn.co/image/ab67616d0000b273438c2e8921907ec978e5354e,,"[{'満ちていく体温': 'Blu-Swing'}, {'Fabulous': 'Blu-Swing'}, {'Saturday': 'Paris Match'}]"
Recent Tracks,R★O★C★K★S（第1話）,https://open.spotify.com/track/1f8ch3PL2X10XbFByyR2Ve,Biccurry Akatsuka,https://open.spotify.com/artist/0IMJNHW20EcB0WuwRhoOjy,熱烈！アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「NARUTO -ナルト-」vol.3 少年編 第1話～第99話 主題歌OP 編,https://open.spotify.com/album/1JDdzBDFRvSbNg8sikr4vp,2014,,https://i.scdn.co/image/ab67616d0000b2730d9abfb5f3d8a7f7d771f1aa,,"[{'ALIVE': '雷鼓'}, {'はじめて君としゃべった': 'Gagaga SP'}, {'今まで何度も': 'ザ・マスミサイル'}]"
Recent Tracks,Let It Happen,https://open.spotify.com/track/2X485T9Z5Ly0xyaghN73ed,Tame Impala,https://open.spotify.com/artist/5INjqkS1o8h1imAzPqGZBb,Currents,https://open.spotify.com/album/79dL7FLiJFOO0EoehUHQBv,2015,,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,,"[{'The Less I Know the Better': 'Tame Impala'}, {'New Person, Same Old Mistakes': 'Tame Impala'}, {'Kids': 'MGMT'}]"
Recent Tracks,Let It Happen,https://open.spotify.com/track/2X485T9Z5Ly0xyaghN73ed,Tame Impala,https://open.spotify.com/artist/5INjqkS1o8h1imAzPqGZBb,Currents,https://open.spotify.com/album/79dL7FLiJFOO0EoehUHQBv,2015,,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,,"[{'The Less I Know the Better': 'Tame Impala'}, {'New Person, Same Old Mistakes': 'Tame Impala'}, {'Kids': 'MGMT'}]"
Recent Tracks,Let It Happen,https://open.spotify.com/track/2X485T9Z5Ly0xyaghN73ed,Tame Impala,https://open.spotify.com/artist/5INjqkS1o8h1imAzPqGZBb,Currents,https://open.spotify.com/album/79dL7FLiJFOO0EoehUHQBv,2015,,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,,"[{'The Less I Know the Better': 'Tame Impala'}, {'New Person, Same Old Mistakes': 'Tame Impala'}, {'Kids': 'MGMT'}]"
Recent Tracks,Let It Happen,https://open.spotify.com/track/2X485T9Z5Ly0xyaghN73ed,Tame Impala,https://open.spotify.com/artist/5INjqkS1o8h1imAzPqGZBb,Currents,https://open.spotify.com/album/79dL7FLiJFOO0EoehUHQBv,2015,,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,,"[{'The Less I Know the Better': 'Tame Impala'}, {'New Person, Same Old Mistakes': 'Tame Impala'}, {'Kids': 'MGMT'}]"
Recent Tracks,Let It Happen,https://open.spotify.com/track/2X485T9Z5Ly0xyaghN73ed,Tame Impala,https://open.spotify.com/artist/5INjqkS1o8h1imAzPqGZBb,Currents,https://open.spotify.com/album/79dL7FLiJFOO0EoehUHQBv,2015,,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,,"[{'The Less I Know the Better': 'Tame Impala'}, {'New Person, Same Old Mistakes': 'Tame Impala'}, {'Kids': 'MGMT'}]"
Recent Tracks,Blue Bird (Naruto Shippuden),https://open.spotify.com/track/2vj8P04EKqI4762sraf4Xz,Berioska,https://open.spotify.com/artist/47bagukDdx1Oqq6aL9JlwE,Blue Bird (Naruto Shippuden),https://open.spotify.com/album/4Caa9JzUrseFMhx92PegW6,2020,,https://i.scdn.co/image/ab67616d0000b2739d16fba2135d77dc8e696616,,[]
Recent Tracks,Let It Happen,https://open.spotify.com/track/2X485T9Z5Ly0xyaghN73ed,Tame Impala,https://open.spotify.com/artist/5INjqkS1o8h1imAzPqGZBb,Currents,https://open.spotify.com/album/79dL7FLiJFOO0EoehUHQBv,2015,,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,,"[{'The Less I Know the Better': 'Tame Impala'}, {'New Person, Same Old Mistakes': 'Tame Impala'}, {'Kids': 'MGMT'}]"
Recent Tracks,The Color Violet,https://open.spotify.com/track/3azJifCSqg9fRij2yKIbWz,Tory Lanez,https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg,Alone At Prom,https://open.spotify.com/album/5Gm2XKBgnlzd6qTi7LE1z2,2021,,https://i.scdn.co/image/ab67616d0000b2730c5f23cbf0b1ab7e37d0dc67,,"[{'16': 'Baby Keem'}, {'Less Than Zero': 'The Weeknd'}, {'In Your Eyes': 'The Weeknd'}]"
Recent Tracks,"Welcome Home, Son",https://open.spotify.com/track/6HTVZeVQ9J6Uiq6tHESxU9,Radical Face,https://open.spotify.com/artist/5EM6xJN2QNk0cL7EEm9HR9,Ghost,https://open.spotify.com/album/3kN131kyymtaEFQo14tfLr,2007,,https://i.scdn.co/image/ab67616d0000b273cd04dac2533afadd6a179ba4,,"[{'Riptide': 'Vance Joy'}, {'The Night We Met': 'Lord Huron'}, {'Big Jet Plane': 'Angus & Julia Stone'}]"
Recent Tracks,Reunion,https://open.spotify.com/track/6vi4I2vZkN5mDePmVSSVTq,M83,https://open.spotify.com/artist/63MQldklfxkjYDoUE4Tppz,"Hurry up, We're Dreaming",https://open.spotify.com/album/6EB14IXV5oyOiItGBv7mtG,2011,,https://i.scdn.co/image/ab67616d0000b27362100064780b1d919a95fcf4,,"[{'Claudia Lewis': 'M83'}, {'New Map': 'M83'}, {'Kids': 'MGMT'}]"
Recent Tracks,Arsonist's Lullabye,https://open.spotify.com/track/7lpmIGFw7Kc9qIdq4cGs34,Hozier,https://open.spotify.com/artist/2FXC3k01G6Gw61bmprjgqS,Hozier (Special Edition),https://open.spotify.com/album/44zQnmrFcPCmPp6NLMfTuz,2014,,https://i.scdn.co/image/ab67616d0000b2732303ece0e9af3917d0bce05f,,"[{'Sunlight': 'Hozier'}, {'Be': 'Hozier'}, {'Tongues & Teeth': 'The Crane Wives'}]"
Recent Tracks,Skyscraper,https://open.spotify.com/track/17jBMYIlHJYuYVz1oZf0gx,Sam Bailey,https://open.spotify.com/artist/5o61gIxxfbohs0sm3B88d6,The Power of Love,https://open.spotify.com/album/1L7QZiua9ZStfJk7bBmGAF,2014,,https://i.scdn.co/image/ab67616d0000b2732e280f8abb49361bd5394da3,,"[{'What A Night': 'Loveable Rogues'}, {'From This Moment On': 'Sam Bailey'}, {'The Power of Love': 'Sam Bailey'}]"
Recent Tracks,Conquest Of Spaces,https://open.spotify.com/track/1vQYZkwGwIotHU0BYCyQiu,Woodkid,https://open.spotify.com/artist/44TGR1CzjKBxSHsSEy7bi9,The Golden Age,https://open.spotify.com/album/7oRzNo0PkoRJlvI9Eocyf2,2013,,https://i.scdn.co/image/ab67616d0000b273216fa486e2c3e899cacfe6bf,,"[{'I Love You': 'Woodkid'}, {'Falling': 'Woodkid'}, {'Changing of the Seasons': 'Two Door Cinema Club'}]"
Recent Tracks,My Tears Are Becoming a Sea,https://open.spotify.com/track/08wnOyN1wyMaNrup3m353f,M83,https://open.spotify.com/artist/63MQldklfxkjYDoUE4Tppz,"Hurry up, We're Dreaming",https://open.spotify.com/album/6EB14IXV5oyOiItGBv7mtG,2011,,https://i.scdn.co/image/ab67616d0000b27362100064780b1d919a95fcf4,,"[{'Outro': 'M83'}, {'Intro': 'M83'}, {'Everyone Out': 'DIIV'}]"
Recent Tracks,YKWIM?,https://open.spotify.com/track/2vWBUC9djv6BtiGlmKiQaH,Yot Club,https://open.spotify.com/artist/6FugQjLquBF4JzATRN70bR,Bipolar,https://open.spotify.com/album/60jUlxAOAcsiQUEW0XLroT,2019,,https://i.scdn.co/image/ab67616d0000b2731a72818330a056c9d3556a68,,"[{'Heart to Heart': 'Mac DeMarco'}, {'Chamber of Reflection': 'Mac DeMarco'}, {'welcome and goodbye': 'Dream, Ivory'}]"
Recent Tracks,Remember Me (Intro) (from the series Arcane League of Legends),https://open.spotify.com/track/2pRtNNLoD4Ei1ELyzp3ATg,Arcane,https://open.spotify.com/artist/57nPqD7z62gDdq37US9XJR,Arcane League of Legends: Season 2 (Soundtrack from the Animated Series),https://open.spotify.com/album/2x6LWti2bjYS6AllSomoV7,2024,,https://i.scdn.co/image/ab67616d0000b2734aaf2413384c1efcc38353c6,,"[{'What Have They Done To Us (from the series Arcane League of Legends)': 'Arcane'}, {'The Beast (from the series Arcane League of Legends)': 'Arcane'}, {'Is It Really You?': 'Sleep Token'}]"
Recent Tracks,Revival,https://open.spotify.com/track/5NB5uPFcHGmwfluq9Sqn3j,Selena Gomez,https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx,Revival (Deluxe),https://open.spotify.com/album/3Kbuu2tHsIbplFUkB7a5oE,2015,,https://i.scdn.co/image/ab67616d0000b2736bc7473df6c9d1fd90972e84,,"[{'Survivors': 'Selena Gomez'}, {'Sober': 'Selena Gomez'}, {'Love You Like a Love Song': 'Selena Gomez & the Scene'}]"
Recent Tracks,Kiss Me Thru The Phone,https://open.spotify.com/track/2q4rjDy9WhaN3o9MvDbO21,Soulja Boy,https://open.spotify.com/artist/6GMYJwaziB4ekv1Y6wCDWS,iSouljaBoyTellem,https://open.spotify.com/album/2zwyBK8ea29FqWuY8IiRJu,2008,,https://i.scdn.co/image/ab67616d0000b2736aef62bd0a60aac7df9a9e37,,"[{'Crank That (Soulja Boy)': 'Soulja Boy'}, {'BedRock': 'Young Money'}, {'Turn My Swag On': 'Soulja Boy'}]"
Recent Tracks,The Next Episode,https://open.spotify.com/track/4LwU4Vp6od3Sb08CsP99GC,Dr. Dre,https://open.spotify.com/artist/6DPYiyq5kWVQS4RGwxzPC7,2001,https://open.spotify.com/album/7q2B4M5EiBkqrlsNW8lB7N,1999,,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,,"[{'Still D.R.E.': 'Dr. Dre'}, {'Forgot About Dre': 'Dr. Dre'}, {""Drop It Like It's Hot"": 'Snoop Dogg'}]"
Recent Tracks,Promentory (Last of the Mohicans Theme),https://open.spotify.com/track/72GB6L1gVIeQHIdahvVRcv,Taylor Davis,https://open.spotify.com/artist/480xKab3lUPhBBnCzlzqIu,Promentory (Last of the Mohicans Theme),https://open.spotify.com/album/7r6baCTiJ5qG05bf8Wtq1r,2012,,https://i.scdn.co/image/ab67616d0000b2734e81dbb297fd7bc52def7984,,"[{'Game of Thrones Theme': 'Taylor Davis'}, {'Fairy Tail Theme': 'Taylor Davis'}, {""He's a pirate"": 'David Garrett'}]"
Recent Tracks,Gilded Lily,https://open.spotify.com/track/3Z0qLOS0cqWKPHXkbTXmNF,Cults,https://open.spotify.com/artist/3Oim8XBPbznAa8Jj8QzNc8,Offering,https://open.spotify.com/album/3trAc3cGjtbFXbljFVdzZG,2022,,https://i.scdn.co/image/ab67616d0000b273d0349cd631791ca446be337a,,"[{'Cigarettes out the Window': 'TV Girl'}, {'Space Song': 'Beach House'}, {'Heart to Heart': 'Mac DeMarco'}]"
Recent Tracks,4 Morant (Better Luck Next Time),https://open.spotify.com/track/3XOmSRuEEq7rK4XNzWQdyT,Com Truise,https://open.spotify.com/artist/2wouN3QXejYa5tKetYdcVX,Brokendate,https://open.spotify.com/album/7njHOwYjouefEKp1XbTx95,2023,,https://i.scdn.co/image/ab67616d0000b27352a83a48c7a11f2091ee3e43,,"[{'Resonance': 'Home'}, {""We're Finally Landing"": 'Home'}, {'Slow Drip': 'De Lorra'}]"
Recent Tracks,Bluebird,https://open.spotify.com/track/3Buro9aoIoNLRX6mqkv9ej,Beach House,https://open.spotify.com/artist/56ZTgzPBDge0OvCGgMO3OY,Depression Cherry,https://open.spotify.com/album/5tTmosmyV33wCiwniZc4Qs,2015,,https://i.scdn.co/image/ab67616d0000b27302859310b61e59756abb90ad,,"[{'10:37': 'Beach House'}, {'Beyond Love': 'Beach House'}, {'Souvlaki Space Station': 'Slowdive'}]"
Recent Tracks,Good Looking,https://open.spotify.com/track/0j3mqDTK4Z6lvrLzFCUUz6,Suki Waterhouse,https://open.spotify.com/artist/5GGJosGMs08YEmKTZJe1fL,Good Looking,https://open.spotify.com/album/78rO0EfpVs1RPfpxzF6kUz,2022,,https://i.scdn.co/image/ab67616d0000b27343bff43a592efe047d2ab9ff,,"[{'Heavy': 'The Marías'}, {'Sailor Song': 'Gigi Perez'}, {'Francis Forever': 'Mitski'}]"
Recent Tracks,Crush,https://open.spotify.com/track/0sz1wmBpB9gKh9zFV9YMFe,Cigarettes After Sex,https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj,Crush,https://open.spotify.com/album/7GP4MgXqq3JNMmY5yslvky,2018,,https://i.scdn.co/image/ab67616d0000b27364f71083789a20353e05b1eb,,"[{'Sesame Syrup': 'Cigarettes After Sex'}, {'Affection': 'Cigarettes After Sex'}, {'Better': 'sign crushes motorist'}]"
Recent Tracks,Sienna,https://open.spotify.com/track/0InIeZW4P6VO7dUGRM4AKH,The Marías,https://open.spotify.com/artist/2sSGPbdZJkaSE2AbcGOACx,Submarine,https://open.spotify.com/album/03guxdOi12XJbnvxvxbpwG,2024,,https://i.scdn.co/image/ab67616d0000b2734d070fdf58fad8c54c5beb85,,"[{'Paranoia': 'The Marías'}, {'Real Life': 'The Marías'}, {'Bags': 'Clairo'}]"
Recent Tracks,Waltzing Back,https://open.spotify.com/track/3JcvpTfI64SmXxUl7XUvQI,No Vacation,https://open.spotify.com/artist/32zeX1IoVKAGWMyy1isKUq,Waltzing Back,https://open.spotify.com/album/5j49mR7hcvrACDJZNVTmpu,2021,,https://i.scdn.co/image/ab67616d0000b27394b09fe2d02140beecce7330,,"[{'Yam Yam': 'No Vacation'}, {'Estrangers': 'No Vacation'}, {'Forever Out Of Time': 'Tokyo Tea Room'}]"
Recent Tracks,Drunk In LA,https://open.spotify.com/track/76XDNJIQpP9WGO5XASGBww,Beach House,https://open.spotify.com/artist/56ZTgzPBDge0OvCGgMO3OY,7,https://open.spotify.com/album/1zN85Ep8w2JORfCe0RHLDP,2018,,https://i.scdn.co/image/ab67616d0000b2730af2276ae66a42e73eb07683,,"[{'Dark Spring': 'Beach House'}, {'Pay No Mind': 'Beach House'}, {'Caught in Time, So Far Away': ""You'll Never Get to Heaven""}]"
Recent Tracks,telepatía,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B,Kali Uchis,https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM,Sin Miedo (del Amor y Otros Demonios) ∞,https://open.spotify.com/album/00wSTrFxoSzA7eeS1UxHgd,2020,,https://i.scdn.co/image/ab67616d0000b273044a5466dac00f7b3c570b99,,"[{'Moonlight': 'Kali Uchis'}, {'quiero sentirme bien': 'Kali Uchis'}, {'Good Days': 'SZA'}]"
Recent Tracks,Fillmore County,https://open.spotify.com/track/4NSeZccoDcgpFsh90JVlrm,Vansire,https://open.spotify.com/artist/6ft7JnxMyZhp7N52qzHymY,After Fillmore County,https://open.spotify.com/album/7hWkxDtA0rfljrY1Rtry0o,2020,,https://i.scdn.co/image/ab67616d0000b273d2987ee011faf3e30ab179fc,,"[{'Lonely Zone': 'Vansire'}, {'Years Roll By': 'Vansire'}, {'Reaper': 'No Vacation'}]"
Recent Tracks,John Wayne,https://open.spotify.com/track/4xbN7giFhdGbSQTPyG178F,Cigarettes After Sex,https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj,Cigarettes After Sex,https://open.spotify.com/album/5chTLnnxlxQVAgEv6YbEBe,2017,,https://i.scdn.co/image/ab67616d0000b273dfed999f959177dfc4f33cdc,,"[{'Opera House': 'Cigarettes After Sex'}, {'Young & Dumb': 'Cigarettes After Sex'}, {'Space Song': 'Beach House'}]"
Recent Tracks,Dawn Chorus,https://open.spotify.com/track/3bXH9y487cnLfA6VWXefaB,Thom Yorke,https://open.spotify.com/artist/4CvTDPKA6W06DRfBnZKrau,ANIMA,https://open.spotify.com/album/1sKj6LEXiEfCmsiKwPy5uG,2019,,https://i.scdn.co/image/ab67616d0000b2731be1f48af453839ffba248a6,,"[{'I Am a Very Rude Person': 'Thom Yorke'}, {'Traffic': 'Thom Yorke'}, {'Spectre': 'Radiohead'}]"
Recent Tracks,Master of None,https://open.spotify.com/track/3stWWPN41byqp8loPdy92u,Beach House,https://open.spotify.com/artist/56ZTgzPBDge0OvCGgMO3OY,Beach House,https://open.spotify.com/album/32bJgeIOAFiNkucTCje5O5,2006,,https://i.scdn.co/image/ab67616d0000b27369d8e3478a4964cf7219f3da,,"[{'Silver Soul': 'Beach House'}, {'Gila': 'Beach House'}, {'When the Sun Hits': 'Slowdive'}]"
Recent Tracks,PRIDE.,https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg,Kendrick Lamar,https://open.spotify.com/artist/2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,https://open.spotify.com/album/4eLPsYPBmXABThSJ821sqY,2017,,https://i.scdn.co/image/ab67616d0000b2738b52c6b9bc4e43d873869699,,"[{'DUCKWORTH.': 'Kendrick Lamar'}, {'FEEL.': 'Kendrick Lamar'}, {'EARFQUAKE': 'Tyler, the Creator'}]"
Recent Tracks,Sparks,https://open.spotify.com/track/7D0RhFcb3CrfPuTJ0obrod,Coldplay,https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU,Parachutes,https://open.spotify.com/album/6ZG5lRT77aJ3btmArcykra,2000,,https://i.scdn.co/image/ab67616d0000b2739164bafe9aaa168d93f4816a,,"[{'Yellow': 'Coldplay'}, {'Shiver': 'Coldplay'}, {'No Surprises': 'Radiohead'}]"
Recent Tracks,When the Sun Hits,https://open.spotify.com/track/0oxYB9GoOIDrdzniNdKC44,Slowdive,https://open.spotify.com/artist/72X6FHxaShda0XeQw3vbeF,Souvlaki,https://open.spotify.com/album/53eHm1f3sFiSzWMaKOl98Z,1993,,https://i.scdn.co/image/ab67616d0000b273f6e31941d10e4819d290af41,,"[{'Alison': 'Slowdive'}, {'Dagger': 'Slowdive'}, {'When You Sleep': 'my bloody valentine'}]"
Recent Tracks,Pistol,https://open.spotify.com/track/36pMQRacz9p99OevARrvVs,Cigarettes After Sex,https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj,Pistol,https://open.spotify.com/album/5nvVm89VAndk8QoIwKBB3I,2022,,https://i.scdn.co/image/ab67616d0000b273be7f9e6feff2e51ae547f942,,"[{""You're All I Want"": 'Cigarettes After Sex'}, {'Keep On Loving You': 'Cigarettes After Sex'}, {'What Would I Do?': 'Strawberry Guy'}]"
